,tweet_id,airline_sentiment,name,text,tweet_coord,tweet_created,tweet_location,user_timezone
4145,5.67805e+17,negative,kmensah,"@united My flight UA1159 to Denver for #RMOUG15 has been re-cheduled 5 times.
If I am no show, you'll know why! Ridiculous.",,17/02/15 13:58,San Francisco,Pacific Time (US & Canada)
4146,5.67805e+17,negative,sslluvsbooks,@united you're just using automated  responses and don't have the decency to actually care/respond,,17/02/15 13:57,Loving the Languageof Literacy,Eastern Time (US & Canada)
4147,5.67805e+17,negative,bernardfparsons,@united JT the issue is with missed connections early gate closings and zero concern from customer service,,17/02/15 13:57,"Ontario, Canada",Eastern Time (US & Canada)
4148,5.67805e+17,negative,MatthewHendrian,"@united here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",,17/02/15 13:57,"Denver, CO",Mountain Time (US & Canada)
4149,5.67805e+17,neutral,nickonken,@united Can you explain how it rewards us elite Premiere 1K members?,,17/02/15 13:55,"New York, NY",Pacific Time (US & Canada)
4150,5.67805e+17,neutral,egspoony,@united for our birthdays my fiancé &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,,17/02/15 13:55,"Chicago, IL",Central Time (US & Canada)
4151,5.67804e+17,neutral,bernardfparsons,@united I’m resending the confirmation code in a DM,,17/02/15 13:55,"Ontario, Canada",Eastern Time (US & Canada)
4152,5.67804e+17,negative,bernardfparsons,@united I did DM the details back on 02/14 when this started with phone number to reach me no reply either online or by phone,,17/02/15 13:54,"Ontario, Canada",Eastern Time (US & Canada)
4153,5.67803e+17,neutral,lanceklug,@United Airlines' CEO Jeff Smisek: Disloyal to Loyal Workers http://t.co/0cevY3P42b via @HuffPostBiz,,17/02/15 13:48,Sacramento,Pacific Time (US & Canada)
4154,5.67803e+17,neutral,VisionRoij,"@united The guidelines say 10x9x17, my bag is 20x15.7x8.7, so it's a bit taller than the guidelines. Is that gonna be a problem?",,17/02/15 13:48,The Netherlands,Amsterdam
4155,5.67803e+17,positive,antoniocosta64,@united thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,,17/02/15 13:47,"Conway, AR",
4156,5.67803e+17,negative,mac8315,@united no claim number. Haven't been back to iAd baggage since. Is there a phone I can call to speak to someone?,,17/02/15 13:47,,Eastern Time (US & Canada)
4157,5.67802e+17,neutral,michaelvandijk1,"@united do you think there Will problems at Newark, NJ on Saturday due to expected snow?",,17/02/15 13:45,Nederland,Amsterdam
4158,5.67802e+17,neutral,MoonSetGallery,@united Got it.  I am following the United page.,,17/02/15 13:45,Southern New Jersey,Eastern Time (US & Canada)
4159,5.67802e+17,positive,thesuesaga,"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha",,17/02/15 13:43,"North Hollywood, CA",
4160,5.67801e+17,negative,boombaby55,@united worst service ever 😈,,17/02/15 13:42,san diego,
4161,5.67801e+17,negative,VettedShopper,@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,,17/02/15 13:41,,Eastern Time (US & Canada)
4162,5.67801e+17,negative,judaline6,@united can't believe United can't find someone to just simply check a seat back for a missing passport. Loved United but debating choice,,17/02/15 13:40,,Quito
4163,5.678e+17,negative,barneykelley,@united I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,,17/02/15 13:37,"New Canaan, Ct",
4164,5.67799e+17,positive,Unocrew224,@united holy high speed internet batman!  Speeds at United Club at IAD are insanely fast!  Thanks,,17/02/15 13:31,NJ,Eastern Time (US & Canada)
4165,5.67798e+17,negative,Kustomers1st,@united Your website Flight Booking Problems experience is an obnoxious upsell-laden disaster for anyone with half a brain.,,17/02/15 13:30,So Cal,Pacific Time (US & Canada)
4166,5.67798e+17,neutral,mosesfreund,@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!,,17/02/15 13:29,,
4167,5.67798e+17,negative,Raretturner,@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...,,17/02/15 13:29,"Washington, DC",Eastern Time (US & Canada)
4168,5.67797e+17,negative,sslluvsbooks,"@united sorry, I hate united. i won't get to see my family until Thursday",,17/02/15 13:27,Loving the Languageof Literacy,Eastern Time (US & Canada)
4169,5.67797e+17,positive,KCousineau09,@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.,,17/02/15 13:26,"Titletown, USA",Central Time (US & Canada)
4170,5.67797e+17,positive,CWWMUK,"@united done just now, thanks.",,17/02/15 13:23,North West of England,
4171,5.67796e+17,neutral,ColtSTaylor,@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.,"[39.85861339, -104.67232131]",17/02/15 13:22,All Over The World,
4172,5.67795e+17,negative,k8slo,"@United Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck",,17/02/15 13:16,Washington DC,Eastern Time (US & Canada)
4173,5.67795e+17,neutral,MelodyKho,"@united No, I do not. I was only given a Flight Booking Problems reference number.",,17/02/15 13:15,"NYC, Toronto ",Quito
4174,5.67794e+17,negative,nickonken,@united All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?,,17/02/15 13:13,"New York, NY",Pacific Time (US & Canada)
4175,5.67794e+17,negative,HamiltonSarah,"@united thanks for the offer, but I finally made it to my destination, albeit hours Late Flight.",,17/02/15 13:12,"chicago, il",Central Time (US & Canada)
4176,5.67793e+17,negative,SurveysOnTheGo,@United Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. We are done flying #UnitedAirlines.,,17/02/15 13:11,Costa Mesa,Pacific Time (US & Canada)
4177,5.67793e+17,neutral,RobPapa1,@united can you send me another confirmation email?,,17/02/15 13:11,Ravens Nation  51814,Atlantic Time (Canada)
4178,5.67793e+17,negative,ferriertv,@united it would be super if you paid as much attention to actual fliers as you do to credit card holders.,,17/02/15 13:09,Denver,Mountain Time (US & Canada)
4179,5.67792e+17,negative,LizGaskins,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,,17/02/15 13:07,"Washington, DC",Eastern Time (US & Canada)
4180,5.67792e+17,negative,antoniocosta64,"@united 3pm and my bags still not here. not even a courtesy toiletries kit. not the flight experience I was expecting, very disappointed.",,17/02/15 13:04,"Conway, AR",
4181,5.67791e+17,negative,27_POWERS,@United Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. Done flying #UnitedAirlines.,,17/02/15 13:03,"Costa Mesa, CA",Pacific Time (US & Canada)
4182,5.67791e+17,neutral,VisionRoij,"@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant",,17/02/15 13:01,The Netherlands,Amsterdam
4183,5.67791e+17,negative,mattman1964,"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please.",,17/02/15 13:01,NoVa,Eastern Time (US & Canada)
4184,5.67791e+17,positive,Jamie_Fisher886,@united thank you! 😊,,17/02/15 13:01,Glasgow,London
4185,5.6779e+17,neutral,Tony_Ciccolella,"@united take a lesson from @VirginAmerica , they know how to treat customers!",,17/02/15 12:58,"Brentwood, CA",Pacific Time (US & Canada)
4186,5.6779e+17,negative,Tony_Ciccolella,@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,,17/02/15 12:58,"Brentwood, CA",Pacific Time (US & Canada)
4187,5.6779e+17,negative,Tony_Ciccolella,@united you'd learn if you listen to your customers...you do want you want...@VirginAmerica asks their customer what they want,,17/02/15 12:57,"Brentwood, CA",Pacific Time (US & Canada)
4188,5.67789e+17,negative,danahajek,@united customer service 👎,,17/02/15 12:55,chicago IL,Central Time (US & Canada)
4189,5.67789e+17,negative,barneykelley,@united Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air,,17/02/15 12:55,"New Canaan, Ct",
4190,5.67789e+17,neutral,MelodyKho,"@united Hi again, any updates here?",,17/02/15 12:53,"NYC, Toronto ",Quito
4191,5.67788e+17,neutral,VisionRoij,@united Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl,,17/02/15 12:51,The Netherlands,Amsterdam
4192,5.67788e+17,negative,DC_Geoff,@united 3359 which you finally Cancelled Flightled.,,17/02/15 12:51,"Washington, DC",Atlantic Time (Canada)
4193,5.67787e+17,negative,NozzeOro,.@united what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2,,17/02/15 12:46,Italy,Rome
4194,5.67787e+17,negative,applecor2,@united thanks finally made it.. Missed meetings but what can I do now?,,17/02/15 12:44,,Mountain Time (US & Canada)
4195,5.67786e+17,negative,sslluvsbooks,@united Our flight was originally supposed to leave at 1:40pm &amp; now we won't leave until 5. This is the 2nd time this has happened,,17/02/15 12:43,Loving the Languageof Literacy,Eastern Time (US & Canada)
4196,5.67786e+17,negative,rizolltizide,"@united Supposedly, they're out for delivery. I'll believe it when I see it.",,17/02/15 12:42,St. Pete,Eastern Time (US & Canada)
4197,5.67786e+17,negative,Maslowchild,"@united Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)",,17/02/15 12:42,West Coast of America,Alaska
4198,5.67783e+17,positive,triathlete06,@united Sure did! Only waited about 15min. Yay!,,17/02/15 12:29,,Seoul
4199,5.67782e+17,negative,MeaganKristenC,"@united Hi JH, my experience with United has been entirely disgusting but yes, I'd like assistance in getting compensated for my bag.",,17/02/15 12:27,New York | Los Angeles,Atlantic Time (Canada)
4200,5.67782e+17,positive,jaypedde,@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW,,17/02/15 12:25,"North Plainfield, NJ",
4201,5.67781e+17,negative,Vinobuddha,@united probably wouldn't be doing it had someone returned my call or email. Case number 8273993,,17/02/15 12:23,,
4202,5.67781e+17,negative,joebarti,"@united I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years.",,17/02/15 12:21,Colorado,Amsterdam
4203,5.6778e+17,positive,NozzeOro,Is expiring the @united offer to buy or transfer #United #MileagePlus miles with discount? Many offers during a year http://t.co/6tz6imqZlG,,17/02/15 12:19,Italy,Rome
4204,5.67779e+17,negative,shaneadambecker,"@united no, it was 2 flight Cancelled Flightlations (one due to weather, one mechanical) paid own hotel, bag held in transfer. No voucher/compensation",,17/02/15 12:12,"New York, NY",Atlantic Time (Canada)
4205,5.67779e+17,negative,mlipschits,@united i got email that my reservations got Cancelled Flightled and i will be refunded.  Nothing got refunded as of yet,,17/02/15 12:12,Jerusalem-London-Antwerp,
4206,5.67778e+17,negative,realmikesmith,@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,"[26.37852293, -81.78472152]",17/02/15 12:10,Chicago,Eastern Time (US & Canada)
4207,5.67775e+17,negative,madmcferrin,@united you are really trying me today.,,17/02/15 11:59,,Quito
4208,5.67775e+17,positive,ColtSTaylor,@united looks like I'm settled in to where I'm going.  Thx.,"[39.85871934, -104.67371484]",17/02/15 11:59,All Over The World,
4209,5.67775e+17,neutral,thodge77,@united flt 4567 has had two more updates in the last 3 minutes.,,17/02/15 11:58,Memphis,Central Time (US & Canada)
4210,5.67774e+17,negative,kristofurmac,@united no they were to busy taking to each other and I needed to get to an audition.,,17/02/15 11:55,LA,
4211,5.67774e+17,neutral,mac8315,@united was never given one,,17/02/15 11:52,,Eastern Time (US & Canada)
4212,5.67774e+17,negative,bernardfparsons,@united quick response offering assistance but lack of follow through - not really the service I was expecting,,17/02/15 11:52,"Ontario, Canada",Eastern Time (US & Canada)
4213,5.67773e+17,negative,DC_Geoff,@united Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,,17/02/15 11:49,"Washington, DC",Atlantic Time (Canada)
4214,5.67771e+17,negative,thodge77,"@united flt 4567 no gate agent, no announcements. So unprofessional. Time to go back to @Delta",,17/02/15 11:42,Memphis,Central Time (US & Canada)
4215,5.67771e+17,positive,RWMann,"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",,17/02/15 11:42,"Port Washington, NY 11050",Eastern Time (US & Canada)
4216,5.67771e+17,negative,thodge77,@united flt. 4567 departure time has changed five times in the last 20 minutes. Why don't you figure out a solution and announce once?,,17/02/15 11:41,Memphis,Central Time (US & Canada)
4217,5.6777e+17,negative,raedenez,@united bags are still in Houston since Friday and still have not been reimbursed the baggage fee.,,17/02/15 11:37,North Tonawanda,
4218,5.67768e+17,negative,rizolltizide,@united who can tell me where they are?,,17/02/15 11:30,St. Pete,Eastern Time (US & Canada)
4219,5.67768e+17,negative,thodge77,"@united flight 4567 have already been Cancelled Flightled once, been trying to get home two days. Staff being very unhelpful.",,17/02/15 11:30,Memphis,Central Time (US & Canada)
4220,5.67768e+17,negative,DGomezPearlberg,@united each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!,"[40.70773298, -74.17069948]",17/02/15 11:29,NYC,Eastern Time (US & Canada)
4221,5.67768e+17,negative,thodge77,@united flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which she'd been txting on,,17/02/15 11:29,Memphis,Central Time (US & Canada)
4222,5.67767e+17,negative,thodge77,@united waiting for flight 4567 to memphis. Incredibly rude gate agent waited until after departure time to announce delay. (1 of 2) #rude,,17/02/15 11:28,Memphis,Central Time (US & Canada)
4223,5.67767e+17,negative,TexanHollie,@united I don't see how I need to spend an extra $100 bc of ur equipment failure.,,17/02/15 11:27,The Lone Star State,Central Time (US & Canada)
4224,5.67767e+17,negative,TexanHollie,@united I don't need to make any changes. I reserved my seats when I bought my tickets and there was an error &amp; now there are no comp seats,,17/02/15 11:27,The Lone Star State,Central Time (US & Canada)
4225,5.67767e+17,negative,DGomezPearlberg,@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,"[40.70749747, -74.17084113]",17/02/15 11:27,NYC,Eastern Time (US & Canada)
4226,5.67767e+17,negative,jmacie3,@united thanks kp but luckily my transfer has maintenance issues and is still delayed so I didn't miss my transfer...,,17/02/15 11:26,,
4227,5.67767e+17,neutral,CWWMUK,"@united No, not received any e-mails in either Inbox or junk/spam",,17/02/15 11:24,North West of England,
4228,5.67766e+17,negative,MBinMD,@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.,,17/02/15 11:23,,Eastern Time (US & Canada)
4229,5.67766e+17,negative,conlach,"@united I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home.",,17/02/15 11:23,"Bozeman, Montana",Central Time (US & Canada)
4230,5.67766e+17,negative,jupiterjpr,@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!,,17/02/15 11:21,,
4231,5.67766e+17,negative,AndrewBarco1,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.,,17/02/15 11:20,Usually in a plane,Eastern Time (US & Canada)
4232,5.67765e+17,negative,elliotg9,@united which is why my next flights to Miami will be on another airline.,,17/02/15 11:19,,
4233,5.67764e+17,negative,catmaxed,@united It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate! #unitedfail,,17/02/15 11:15,,Pacific Time (US & Canada)
4234,5.67764e+17,negative,joelraronoff,@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,,17/02/15 11:12,"Denver, CO",Mountain Time (US & Canada)
4235,5.67762e+17,neutral,thesuesaga,@united What is the policy behind changing passengers' seating assignments at the gate?,,17/02/15 11:05,"North Hollywood, CA",
4236,5.67761e+17,negative,SSest72,@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,,17/02/15 11:04,,
4237,5.67761e+17,negative,SSest72,"@united she has crossed 4 prior times with other carriers and no issue. Karen was rude, untrained and unhelpful I also spoke",,17/02/15 11:03,,
4238,5.67761e+17,negative,SSest72,"@united nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus.",,17/02/15 11:02,,
4239,5.67761e+17,negative,SSest72,@united 2 employee yelled at her. 3 employee stood with others whispering and pointing at her from behind counter,,17/02/15 11:02,,
4240,5.67761e+17,negative,SSest72,@united 1 refused boarding with Nexus. nexus confirmed she should not be refused,,17/02/15 11:01,,
4241,5.6776e+17,positive,sarahrib,"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",,17/02/15 10:58,"Plattsburgh, New York",Quito
4242,5.67759e+17,negative,ms06883,@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,,17/02/15 10:54,"fairfield county, connecticut",
4243,5.67758e+17,negative,alecearush,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,,17/02/15 10:52,,
4244,5.67757e+17,positive,pbralick,"@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time",,17/02/15 10:45,Colorado,Mountain Time (US & Canada)
4245,5.67757e+17,neutral,andtheretheygo,@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?,,17/02/15 10:45,,
4246,5.67754e+17,positive,swampynomo,@united stay warm - I will be passing through Chicago next week,,17/02/15 10:35,NJ/NYC,Eastern Time (US & Canada)
4247,5.67754e+17,negative,rjewry,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,,17/02/15 10:35,,
4248,5.67753e+17,negative,fshubert,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.,,17/02/15 10:28,Northwestern NJ,Eastern Time (US & Canada)
4249,5.67752e+17,negative,courtneymjay,@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!,,17/02/15 10:28,,Atlantic Time (Canada)
4250,5.6775e+17,neutral,rdahlstrom99,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",,17/02/15 10:20,"ÜT: 40.635407,-73.991869",
4251,5.67749e+17,negative,jholowka,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,,17/02/15 10:14,Toronto,Eastern Time (US & Canada)
4252,5.67749e+17,negative,fshubert,@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,,17/02/15 10:14,Northwestern NJ,Eastern Time (US & Canada)
4253,5.67749e+17,positive,RWMann,@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.,,17/02/15 10:14,"Port Washington, NY 11050",Eastern Time (US & Canada)
4254,5.67749e+17,negative,MsDMichelle,@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,,17/02/15 10:13,"Washington, DC",Eastern Time (US & Canada)
4255,5.67748e+17,neutral,MoonSetGallery,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,,17/02/15 10:09,Southern New Jersey,Eastern Time (US & Canada)
4256,5.67747e+17,negative,TuraPeter,@united when is my plane coming?  Been delayed for almost 7 hours. No plane.,,17/02/15 10:06,,
4257,5.67747e+17,negative,tcfitz3,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,,17/02/15 10:04,Houston,Central Time (US & Canada)
4258,5.67747e+17,positive,MaryStinchfield,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,,17/02/15 10:04,Massachusetts  ,
4259,5.67745e+17,negative,JenSpnSuperstar,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,,17/02/15 10:00,"Houston, Texas",Central Time (US & Canada)
4260,5.67745e+17,negative,rfogarty41,@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,,17/02/15 9:59,,
4261,5.67745e+17,negative,jrrodrig57,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,,17/02/15 9:58,,
4262,5.67745e+17,negative,elliotg9,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,,17/02/15 9:58,,
4263,5.67745e+17,negative,mosesfreund,@united costumer service sucks! Waiting for a week for a response,,17/02/15 9:58,,
4264,5.67745e+17,neutral,aries83861,"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",,17/02/15 9:57,ottawa,
4265,5.67743e+17,negative,ColtSTaylor,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,,17/02/15 9:51,All Over The World,
4266,5.67743e+17,neutral,rakerr,"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)","[0.0, 0.0]",17/02/15 9:50,,Mountain Time (US & Canada)
4267,5.67743e+17,negative,ColtSTaylor,@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.,,17/02/15 9:48,All Over The World,
4268,5.67742e+17,neutral,MelodyKho,@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4,,17/02/15 9:47,"NYC, Toronto ",Quito
4269,5.67742e+17,neutral,BlueOceanTweets,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,,17/02/15 9:45,"Halifax, Nova Scotia",Atlantic Time (Canada)
4270,5.67742e+17,positive,brenttaylor,@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,,17/02/15 9:45,,Central Time (US & Canada)
4271,5.6774e+17,neutral,Trizzy412,@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,,17/02/15 9:39,pittsburgh,Eastern Time (US & Canada)
4272,5.67739e+17,negative,ljsbrooks,"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",,17/02/15 9:36,,
4273,5.67739e+17,negative,Aeisinger,"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",,17/02/15 9:35,Deerfield,Mountain Time (US & Canada)
4274,5.67738e+17,neutral,rajuchinthala,Thx! Stand by! “@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH”,,17/02/15 9:31,Indianapolis,Eastern Time (US & Canada)
4275,5.67738e+17,neutral,stephbahnie,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",,17/02/15 9:31,,Pacific Time (US & Canada)
4276,5.67737e+17,negative,mac8315,"@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",,17/02/15 9:25,,Eastern Time (US & Canada)
4277,5.67737e+17,neutral,BhutanOrient,@united that's what I thought! Thanks for the clarification!,,17/02/15 9:25,Bhutan,Pacific Time (US & Canada)
4278,5.67736e+17,negative,AndrewBarco1,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,,17/02/15 9:23,Usually in a plane,Eastern Time (US & Canada)
4279,5.67736e+17,neutral,BhutanOrient,"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",,17/02/15 9:21,Bhutan,Pacific Time (US & Canada)
4280,5.67735e+17,positive,BhutanOrient,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",,17/02/15 9:19,Bhutan,Pacific Time (US & Canada)
4281,5.67735e+17,negative,shannonhannon,@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,,17/02/15 9:18,,
4282,5.67735e+17,neutral,mosesfreund,@united i need my confirmation number! Can you give it to me?,,17/02/15 9:18,,
4283,5.67735e+17,negative,BhutanOrient,"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",,17/02/15 9:17,Bhutan,Pacific Time (US & Canada)
4284,5.67734e+17,negative,SeanHerwaldt,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,,17/02/15 9:15,Kanasa City,Central Time (US & Canada)
4285,5.67734e+17,positive,BhutanOrient,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",,17/02/15 9:13,Bhutan,Pacific Time (US & Canada)
4286,5.67733e+17,positive,jsumiyasu,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,,17/02/15 9:12,So Cal,Pacific Time (US & Canada)
4287,5.67733e+17,positive,ClaudiaStClair,@united I appreciate the follow up.,"[40.35805521, -111.78241283]",17/02/15 9:11,"Salt Lake City, Utah",Mountain Time (US & Canada)
4288,5.67732e+17,negative,BhutanOrient,@united + that's the gist of what the flight attendant told her.,,17/02/15 9:09,Bhutan,Pacific Time (US & Canada)
4289,5.67732e+17,negative,BhutanOrient,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,,17/02/15 9:08,Bhutan,Pacific Time (US & Canada)
4290,5.67732e+17,negative,BhutanOrient,"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",,17/02/15 9:06,Bhutan,Pacific Time (US & Canada)
4291,5.67732e+17,negative,MiKasuga,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,,17/02/15 9:06,"New York, NY",Eastern Time (US & Canada)
4292,5.67731e+17,negative,applecor2,@united sat at airport for 5 hrs still sitting at gate..  Sigh,,17/02/15 9:05,,Mountain Time (US & Canada)
4293,5.67731e+17,neutral,BhutanOrient,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,,17/02/15 9:03,Bhutan,Pacific Time (US & Canada)
4294,5.6773e+17,negative,CanadianCowgirl,@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,,17/02/15 9:01,Nova Scotia,Eastern Time (US & Canada)
4295,5.6773e+17,negative,meracross,"@united's first-class #cockup
http://t.co/oh7CFv7DHR",,17/02/15 9:00,Toronto,Pacific Time (US & Canada)
4296,5.6773e+17,neutral,napsareforkids,@united all day travel. #swag #ijustwanttosleep,,17/02/15 8:59,West Palm Beach ,
4297,5.6773e+17,positive,mchooyah,@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.,,17/02/15 8:58,,Mazatlan
4298,5.67729e+17,neutral,CWWMUK,@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,,17/02/15 8:56,North West of England,
4299,5.67728e+17,negative,alvintylaw,@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!,,17/02/15 8:49,"Island of Oahu, Hawaii",
4300,5.67727e+17,negative,richardkerris,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO","[37.62006843, -122.38822083]",17/02/15 8:48,"Los Gatos, CA ",
4301,5.67727e+17,negative,mlipschits,@united why am i mot getting my refund?,,17/02/15 8:46,Jerusalem-London-Antwerp,
4302,5.67726e+17,negative,kat_volk,.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.,,17/02/15 8:42,"Tucson, AZ and Vancouver, BC",Arizona
4303,5.67725e+17,negative,BhutanOrient,@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...,,17/02/15 8:40,Bhutan,Pacific Time (US & Canada)
